Title,Organization,Skills,Platform
"Top Web Development Bundle: Django, Ruby on Rails, Node",Udemy,"Learn The Three Most Popular Web Development Frameworks! Django and Python, Ruby on Rails, and Node and Javascript!",Udemy
"Complete Guide to Android UI Design, Styles & Animations",Udemy,"Enhance Android UI Design by implementing application styles and themes, the Material Design library, and animations",Udemy
Build and model a 3D Super MARLO runner clone in Unity®!,Udemy,Do you want to learn to code and 3D model? Build a simple SUPER MARLO RUN clone with our revolutionary course format.,Udemy
Learn To Build A User Login System Using NodeJS,Udemy,Create a professional user login system using Node JS,Udemy
CSS 3D,Udemy,Create amazing 3D environments with nothing more than CSS! In the process learning how to safely implement CSS 3D.,Udemy
Creating a Web App for iPad,Udemy,"Use standard web technologies to create an app-like experience for iPad. And best of all, no App Store required!",Udemy
Learn Automation of AutoCAD using python,Udemy,Learn how to use python programming skill to create AutoCAD drawings in few seconds.,Udemy
Learn Flutter GetX Course 2023,Udemy,Learn GetX State Management,Udemy
"NumPy, Pandas, Matplotlib in Python for Machine Learning",Udemy,"Learn NumPy, Pandas, Matplotlib in Python for Machine Learning and Data Science in an engaging and exciting way",Udemy
Zero to Hero in Jest Unit and Integration Testing with React,Udemy,Learn to write Unit and Integration Test for your React JS application with Jest Testing Library,Udemy
NLP Techniques for creating AI Chatbots,Udemy,Lean all the current techniques for building full business-ready chatbots that go past the basic frame!,Udemy
Dynamic Programming Algorithms for Coding Interviews,Udemy,Master the Art of Dynamic Programming: Learn Step by Step Approach to Solve any Dynamic Programming Problem,Udemy
React and Golang: A Practical Guide,Udemy,"Go APIs, React Hooks, Typescript, Redux, MySQL, Upload Images, Export CSV",Udemy
Progressive Web  Apps(PWA)  development For beginnersCreate  and publish Progressive Web Apps  from scratch,Udemy,Create  and publish Progressive Web Apps  from scratch,Udemy
Master the Dart Language with Null Safety- For Beginners,Udemy,Understand the core concepts of dart which are required for flutter development,Udemy
Learning Python From Beginner to Advanced Complete Course,Udemy,This Python For Beginners Course Teaches You The Python Language Fast. Includes Python Online Training With Python 3,Udemy
Android Programming Tutorial Videos For Beginners,Udemy,Learn How To Program For Android Devices The Easy Way This Android Training Course Shows You Everything You Need To Know,Udemy
Master Automation & Web Services Testing using UFT/QTP,Udemy,Become an expert in Web Services Testing and Automation using HP UFT,Udemy
Learn Kotlin and build 2 basic android apps from scratch,Udemy,Learn kotlin programming language from scratch and make 2 basic Android apps on kotlin.,Udemy
"#2 Matlab intermediate for engineers, students & scientists",Udemy,"Learn ultimate tools to solve engineering, mathematical and physical problems with Matlab",Udemy
Step By Step React Native Hybrid Mobile App With Spring Boot,Udemy,"Full stack development, Multiplatform mobile application, JWT, Admin panel, React-Native, Spring Boot, Liquibase, MySQL",Udemy
CSS3 MasterClass - Transformations And Animations,Udemy,Become creative with CSS. Learn how to create cross browser transformations and animations using just CSS,Udemy
Unreal Engine Octahedral Impostors and How to make LODs,Udemy,Optimize assets in UE4 to generate LODs and create great LODs! Increase FPS of Unreal Engine with impostors LOD,Udemy
Learn Python from Scratch : Python Programming,Udemy,Build your Python Career as a Programmer and Data Science Analyst,Udemy
PHP Beginner to Master,Udemy,Go from Zero to Hero in PHP Programming.,Udemy
Unity® Game Development Mastery Build 2D & 3D Games,Udemy,Learn how virtual reality works. Get a walkthrough of the game development process. Learn how to use Unity in C#.,Udemy
Linode: Build and Deploy Responsive Websites on the Cloud,Udemy,Cloud Computing | IaaS | Linux Foundations | Apache + DBMS | LAMP Stack | Server Security | Backups | HTML | CSS,Udemy
"Database Design & Management: MySQL, Oracle & PostgreSQL",Udemy,"Database Design & Management: Semantic Modeling, Data Analysis, DATA MANAGEMENT In MySQL, MS SQL, Oracle & PostgreSQL",Udemy
Complete CMake Project Management [2023],Udemy,"Learn CMake to manage your C/C++ project! As well as how to manage dependencies, unit tests, tools and more easily.",Udemy
Deep Learning in Practice III: Face Recognition,Udemy,"Face recognition using Python, openCV, MTCNN and FaceNet with Tensorflow and Keras",Udemy
High-level System Design Bootcamp (2023),Udemy,Ace the High Level System Design Interviews and Architect Real World Systems,Udemy
Practical C++ Programming Practices (100+ Common Projects),Udemy,Master C++ programming with over 100 best C++ programming practices for absolute beginners to excel in the industry,Udemy
Kotlin & Java: Learn Kotlin and Java With This Course,Udemy,"Kotlin and Java together, learn java programming and kotlin for android development from beginner to advanced level |A-Z",Udemy
Zoom API For Website -Integrate with PHP CodeIgniter Quickly,Udemy,This is the only course on this platform where zoom live streaming API is fully integrated to the school management,Udemy
Nightwatch Js an end to end testing tool for automating web,Udemy,Nightwatch Js for beginners and Intermediate .,Udemy
Practical Data Analysis - SQL & Tableau with Real Projects,Udemy,Hands-On Learning of SQL & Tableau and how they're used by a Data Analyst with Real Examples & Exercises,Udemy
Software Testing Mastery Course 2023,Udemy,"Understand the role of tester, Defect reporting , Bug Lifecycle, Design and execute test cases, Defect Metrics, Tools",Udemy
Full PHP CRASH Course | Core PHP Exercises 60+ with Solution,Udemy,Full PHP CRASH Course | Attempt 60+ PHP Exercises with Solution to Become a PHP Developer for  Website Development.,Udemy
The ultimate React Course 2023 (w/ Real-world projects),Udemy,"Master modern React with Real world applications using React hooks, Routing, Authentication, JWT & much more",Udemy
COMPLETE Python Bootcamp - Updated,Udemy,"Learn how to build web application using Flask and SQLAlchemy with covering python fundamentals like datatypes, GUI, OOP",Udemy
Data Structures and Algorithms (C# code in GitHub),Udemy,"Search, Sort, Binary Heaps, Binary Trees, Nary Trees (paired with C# implementations in an open source GitHub repo)",Udemy
Microservices with Spring Cloud,Udemy,A Practical Guide,Udemy
Excel add-in with c# VSTO and web,Udemy,Excel add-in with c# VSTO and web,Udemy
Unreal Engine 4 First Person Shooter: Lifeforce Tenka Clone,Udemy,"A clone of the 1997 game ""Lifeforce-Tenka"" created by Psygnosis.",Udemy
How To Create and Manage SQLite Databases From Scratch,Udemy,In our complete SQLite Databases course you will learn how to create and manage your own SQLite Database from scratch,Udemy
Web Building Starter Pack. Html Css and JQuery Animations,Udemy,New generation of web building courses.,Udemy
Crystal Agile Framework : A Complete Guide 2023,Udemy,Improve your Team's performance and effectiveness using this most popular Agile Framework : Crystal.,Udemy
Certified Git Software Developer - Practice Tests,Udemy,Excel in Git with Comprehensive Practice Tests - Prepare for Certification and Boost Your Developer Career!,Udemy
beginner to advanced - how to become a data scientist,Udemy,"master data science fundamentals for machine learning, deep learning and neural networks",Udemy
Starting with REST API's,Udemy,"Representational State Transfer (It is sometimes spelled ""ReST"")",Udemy
Up to Speed with PHP 7,Udemy,Want to get up to speed with PHP 7? Then this is the course for you,Udemy
Document classification using Machine Learning,Udemy,Using  Latent Dirichlet Allocation to classify documents using Machine Learning,Udemy
Procedural Characters in GameMaker 2,Udemy,"The GML, art, and design of Procedural Characters in GameMaker Studio 2 - Skills can also be used for Character Creators",Udemy
LEARNING PATH: Visual Studio: Master Visual Studio 2017,Udemy,Become an expert in the tools and techniques of Visual Studio 2017,Udemy
Customizing and Administering Microsoft Dynamics CRM,Udemy,Discover the world of Dynamics CRM and learn how to customize and administer it to improve your business,Udemy
Oracle SQL Interview Questions Master Class,Udemy,150+ Interview questions | Tricky and Complex analytical queries | Real life examples !!,Udemy
A Tutorial on Speaker Diarization,Udemy,Speaker diarization: A journey from unsupervised to supervised approaches,Udemy
How To Make A Digital Download Website With WordPress,Udemy,Do You want to create your own digital download website with WordPress? I will show you how with NO EXPERIENCE!,Udemy
Spring Hibernate: Learn Spring Hibernate From Scratch,Udemy,"Use Hibernate in Spring Boot, learn details of Spring Boot Framework and create a restful web service in Spring",Udemy
K-Means for Cluster Analysis and Unsupervised Learning,Udemy,The powerful K-Means Clustering Algorithm for Cluster Analysis and Unsupervised Machine Learning in Python,Udemy
Build Real-Time Chat App with SwiftUI & Firebase,Udemy,Create a Robust Chat Application with SwiftUI & Firebase - Learn the Fundamentals and Best Practices,Udemy
Visual Embedded Android (AOSP) with Drawings and Practice,Udemy,Explore Android Open Source Project and design powerful systems using Android 11,Udemy
The Mainframe Development Course : IMS-DB,Udemy,learn basic theoretical concepts of IMS DB in maninframe systems,Udemy
Easy Full Stack Responsive PHP Web Development in 10 Days,Udemy,"Easy Full Stack Web Development Crash Course with HTML, CSS, jQuery, Bootstrap, PHP, MySQL, Domain, Hosting and FTP",Udemy
Start learning unity3d by making 5 games from scratch,Udemy,Learn the process of making games on unity3d from scratch it is perfect course to start learning unity,Udemy
Practical Akka Http and Microservices,Udemy,Learn how to connect Akka systems to the outside world - a really practical hands-on course,Udemy
2023 Flutter Beginners Course(No rubbish),Udemy,Learn everything that you would need to start building amazing apps.,Udemy
Master Azure Databricks,Udemy,"Learn Databricks concepts, PySpark, Spark Structure Streaming, Delta lake, Databricks SQL Analytics, REST API & CLI",Udemy
Writing CSS with {LESS} - Tutorial From Infinite Skills,Udemy,Learn How To Create Dynamic CSS Using LESS. This Course Will Teach You A Whole New Way To Use CSS - The Power Of LESS,Udemy
Jumpstart with NodeJs Streams,Udemy,Understand the low level details of Streams today.,Udemy
Salesforce Validation Rules - Beginner to Advanced,Udemy,A Complete Guide to Salesforce Validation rules in lightning interface. Learn Salesforce validation functions.,Udemy
Hands-On Shaders and Effects in Unity 2019,Udemy,Enhance your games with stunning visuals and effects in Unity 2019,Udemy
Zero to Pro Web Developer Bootcamp - Get Hired in 2022!,Udemy,Go from no Web Developer experience to creating and deploying a React JS web application. Become a Web Developer today!,Udemy
Complete Guide To Redux-Saga With React JS,Udemy,Become a master in Redux-Saga and start implementing in your React & Redux projects,Udemy
Deep Learning: Convolutional Neural Networks for developers,Udemy,This course will teach you Deep learning focusing on Convolution Neural Networks architectures,Udemy
Learn how to make a juicy game in Godot 4,Udemy,"Learn how to create juicy animations, effects, particles & more, by turning a simple game into a juicy one with Godot 4!",Udemy
JSP - Java Full Stack,Udemy,"Full stack developer, Learn JavaServer Page the easy way!",Udemy
Machine Learning and Big Data Analytics with AWS,Udemy,Athena|CloudSearch|Kinesis|QuickSight|Comprehend|Lex|Polly|Transcribe|Translate|CelebrityRekog|FacialAnalysis &many more,Udemy
PHP for All: A Step-by-Step Guide to Programming PHP,Udemy,PHP is world's most used server language. The instructor with 11+ years of experience makes PHP learning trouble free.,Udemy
Minecraft: Creating and Developing a Server,Udemy,The full Minecraft backend experience! Developing and creating.,Udemy
Slider Revolution for WordPress,Udemy,"Create Captivating Slideshows, Presentations, and Whiteboard Videos on Your WordPress Site Using Slider Revolution",Udemy
WordPress Multisite - Step by Step,Udemy,The ultimate in-depth course on Multisite.,Udemy
NoSQL MongoDB Bootcamp - MongoDB Python Pymongo For Beginner,Udemy,"Learn MongoDB NoSQL database from scratch - MongoDB CRUD - Basic MongoDB, Python and Pymongo",Udemy
LEARNING PATH: QlikView: A One-Stop Guide to QlikView,Udemy,Learn time-saving techniques for making your QlikView development more efficient,Udemy
Learn GitHub Flavored Markdown,Udemy,Easy Document Formatting,Udemy
Fundamentals of Apache Tomcat,Udemy,Learn the core concepts of Apache Tomcat,Udemy
SAP BPC Logic Script from Beginner to Expert,Udemy,A-Z Guide to create awesome SAP BPC applications using the proprietary programming language - Logic Script,Udemy
LINQ to XML Tutorial,Udemy,From the basics to advanced LINQ to XML concepts. ,Udemy
Develop Selenium framework with C# and Specflow BDD,Udemy,Master Automation Framework with Selenium Csharp and Specflow,Udemy
Advance CSS Grid - Build 4 Major Responsive Websites (2022),Udemy,"Learn everything about css grid with flexbox and build production ready English, arabic and chinese websites and more...",Udemy
Project in Docker | Docker Basics - Microservices,Udemy,Learn microservices and Docker Basics and build project in Docker with Docker Compose,Udemy
Easy Local Server Setup for Web development,Udemy,Explore how to setup your own custom local web development environment with 3 different options for local server,Udemy
Character Creation Guide: Intro to PBR Assets for Games,Udemy,"3D Character Modeling Game Development for Unity. PBR techniques utilizing Maya, Zbrush, Substance Painter, & Photoshop.",Udemy
Unity Mobile Game - Master Hyper Casual Word Game Mechanics!,Udemy,"Learn, Create, Prototype a cool Hyper Casual Word Mobile Game from scratch!",Udemy
HTML CSS JavaScript Course for UI/UX Modern Web Developers,Udemy,"A Complete Steps Guide for Beginners interested in learning HTML, CSS, & JavaScript to Build Interactive Web Pages.",Udemy
Flutter Course for Beginners - Learn Flutter from Scratch,Udemy,One of the Best Course Designed Specially for Beginners. Learn Flutter from Scratch to Advanced and Create Awesome Apps,Udemy
JavaScript: The Critical Parts Masterclass,Udemy,JavaScript development in depth. The important WHY and HOW of critical JavaScript programming.,Udemy
FULL Authentication WITH REACT JS NEXT JS TYPESCRIPT 2023,Udemy,"Register, Login,6 Social logins, Forgot,Reset password, Send emails, form validation, protected routes w Deployment",Udemy
"Become a Data Scientist: SQL, Tableau, ML & DL [4-in-1]",Udemy,"4-in-1 Bundle covering the 4 essential topics for a data scientist - SQL, Tableau, Machine & Deep Learning using Python",Udemy
Unreal Engine 5.2 : Exploring Lyra for Game Development,Udemy,Create Photo Realistic Combat Video Games using Lyra as a Low Code Platform in Unreal Engine 5.2 with Free tools,Udemy
The Rust Programming Language,Udemy,New open-source systems programming language,Udemy
Build Two Websites With HTML and CSS,Udemy,Use Frameworks and Templates to Build Cool Websites quickly! HTML and CSS are easy with these web development tools...,Udemy
Visual Basic For Applications (VBA) - Excel,Udemy,Being the best of the best of the best at Spreadsheet Programming and Analysis,Udemy
"Jenkins: Setup, Testing, Continuous Integration & Deployment",Udemy,"Jenkins is the leading automation server which enables developers to reliably build, test, and deploy their software.",Udemy
Introduction to Data Analysis and Reporting with SQL,Udemy,Learn how to design and write simple SQL queries for data reporting and analysis,Udemy
What's New in Java 8: Java 8 New Features,Udemy,"Explore new Java 8 features like Lambda Expressions, Method References, Functional Interfaces and so on with examples",Udemy
Build 2 Huge 3D Games in Unity: Complete C# & Blender Models,Udemy,Become an independent developer who understands all sides to game development! Create 3D models for the games in Blender,Udemy
Mastering Microsoft Power BI: From Beginner to Advanced,Udemy,Unlocking the Secrets of Data Visualization and Transforming Insights into Action,Udemy
React Native From Scratch with Hooks and Context,Udemy,Learn React Native with Hooks and Context and leverage your existing web skills. Build user-friendly web apps with React,Udemy
Kotlin Flow,Udemy,Kotlin Flow For Android Developer,Udemy
Learn Python By Doing: 25 Real World Projects Masterclass,Udemy,"Go From Beginner To Expert In Python Web Development: Develop Real Django Applications with SQLite, Tkinter, Opencv",Udemy
Practical Linear Regression in R for Data Science in R,Udemy,"Learn Practical Linear Regression in R - Basics of machine learning, deep learning, statistics & Artificial Intellegence",Udemy
Learn how to Analyse Hadoop Data using Apache Pig,Udemy,A Comprehensive Course on Apache Pig for Everyone! Learn How to Analyse Big Data Stored in Hadoop using Pig Tool.,Udemy
Building A Professional Ransomware Attack Using Java,Udemy,build an advanced malicious program (ransomware virus) using java language for ethical hacking,Udemy
Learn and Understand Java From Scratch,Udemy,Learn to code in java from scratch.Go from beginner to learning some of the most essential java basics.,Udemy
Learn Container Orchestration- Kubernetes and Docker Swarm,Udemy,Learn with Pragmatic Comparison based lessons for the two famous container orchestration tool head to head,Udemy
NVDA all the way,Udemy,An end to the end course to learn accessibility through NVDA screen reader,Udemy
"Learn Object Detection Tracking and Counting with DL, ML",Udemy,"Object Detection, Tracking & Counting with OpenCV, Tensorflow, dlib, Machine Learning , Deep Learning",Udemy
MATLAB and Simulink for Science and Engineering Computations,Udemy,Learn to use MATLAB and Simulink for Simulation and other science and engineering computations. Make Life easier.,Udemy
"LAMP Stack and WAMP, MAMP : Install PHP, Apache, Perl, MySQL",Udemy,"Learn how to setup a LAMP,WAMP, MAMP (Linux Apache MySQL and PHP) web server and Install MAMP,WAMP on macOS and linux",Udemy
General Programming Fundamentals,Udemy,Learn Universal Programming Concepts,Udemy
Python Video Processing,Udemy,Introduction to Python Video Editing,Udemy
React Responsive Portfolio Website - Complete React Project,Udemy,"Build React Portfolio Website, React Context API, Send E-mail from React App, React Hooks, React Packages, React theme",Udemy
Create a Cyberpunk street in Unreal Engine 5,Udemy,Unreal Engine 5 Beginner Friendly,Udemy
"Collect, Extract and Use Online Data Quickly and More Easily",Udemy,"Learn data extraction tools and techniques to get information from websites & other sources into useable, useful formats",Udemy
Performance Testing for Beginners,Udemy,Learn more about performance testing before you actually start learning any performance testing tool as it form the core,Udemy
"Fundamentals of SDR, Software Defined Radio -An Introduction",Udemy,Gain knowledge in SDR domain with RAHSDR480 first course of SDR concentration of Rahsoft RF Engineering Certificate,Udemy
Java Web Services and REST API with Angular Frontend,Udemy,Build Java Web Services & REST API - with Spring & Spring Boot. Learn REST API & Web Services,Udemy
Java EE Fundamentals - A Practical Guide For Developers,Udemy,Your most detailed guide to the Java EE platform,Udemy
Sentiment Analysis with Python,Udemy,Learn steps to build a successful sentiment analysis model,Udemy
Build a Real-Time Online Game with Laravel,Udemy,Learn how to build an online game that reacts to real time events using the latest version of the Laravel framework,Udemy
Intro to Procedural Modeling with Houdini,Udemy,Procedural Generate Geometry with Houdini!  ,Udemy
Python Programming for Biological Problems,Udemy,Solve more than 30 exercises and 4 Biology projects using Python programming language! Step by step implementations!,Udemy
Whatsapp Automation: Whatsapp Bots Using Python & Twilio,Udemy,Learn to code Whatsapp bots for performing multiple task automatically .,Udemy
Building REST API using Node.js and Express,Udemy,Learn to create API's and call the API using Postman,Udemy
iOS iPad Game Development 3D Character Sculpting & Modeling,Udemy,"Forger iOS Workflow, Design, Fundamentals, Game Asset, Basics, Productivity Apps, Sketch Software, Image Processing",Udemy
"Create your Own Cryptocurrency POW/POS | Scrypt, X11",Udemy,Learn about blockchain and how to create your own cryptocurrency in just 1 hour,Udemy
WordPress Gutenberg Editor - Master The Basics & Beyond,Udemy,Zero Geek-Speak Training For The WordPress Gutenberg (Block) Editor.,Udemy
Fast WPF in C# Windows Presentation Foundation for Beginners,Udemy,"Easily Learn WPF in C# to Design Real Apps , MVVM , SQL in WPF for beginners , XAML & Windows Presentation Foundation",Udemy
Excel VBA and Macros User Forms,Udemy,Learn to create Awesome excel VBA Userforms,Udemy
Physics + Python - Solve basic physics problems with Python,Udemy,Learn how to use the popular programming language Python to solve high school-level problems of physics,Udemy
The Ultimate 2023 VR and AR Development Course with WebXR,Udemy,"Exactly what you need to get started with VR/AR development. WebXR, A-frame and Three.js",Udemy
Comprehensive Guide for Running IOT Systems -AWS GreenGrass!,Udemy,"Local compute, messaging, data caching, sync, and ML inference capabilities for connected devices. Run IoT applications!",Udemy
Machine Learning Made Easy : Beginner to Expert using Python,Udemy,"Learn Machine Learning Algorithms using Python from experts with hands on examples, practice sessions and projects.",Udemy
Java build tool - Apache Maven,Udemy,A quick-start guide to Maven build automation,Udemy
Python for Natural Language Processing (NLP),Udemy,Learn Natural Language Processing (NLP) and its Python Implementation. Build NLP models.,Udemy
Data Science- Hypothesis Testing Using Minitab and R,Udemy,"Introduction to Hypothesis Testing, Performing Parametric and non parametric tests, Analysis of Variance",Udemy
The Ultimate SQL Practice Bundle : 4 Practice Test 2023,Udemy,Elevate your SQL expertise and acquire effective database strategies with these practice exams.,Udemy
"Master Automation in HP UFT with Web,Siebel & Mainframe apps",Udemy,"Hands-on training guide on creating advanced automation in HP UFT with web, siebel & mainframe/AS400 applications",Udemy
Atlassian Confluence : Master Confluence Cloud As Beginner,Udemy,Master Confluence Cloud As An Absolute Beginner by Following Step-By-Step Video Tutorials With Free Confluence Access,Udemy
jQuery UI In Depth,Udemy,"Hands-on guide for learning the user interface interactions, widgets, effects, utilities and themes that make jQuery UI",Udemy
Unity Game Boost: Build a Video Reward System,Udemy,Boost your ROI from Unity games by learn how to build and reuse a Video Reward plugin in Unity 5 2015,Udemy
"PHP for Beginners Part 5: PHP, PDO, MySQL, jQuery AJAX",Udemy,This is a short course designed to introduce you to how to use the jQuery AJAX method to populate a dropdown list.,Udemy
Selenium Grid - From Scratch - Deployment & Configuration,Udemy,"selenium grid, automation, automation testing, devops, qa automation, selenium, web driver, json wire protocol, appium",Udemy
Learn HTML & CSS By Building a Facebook Clone,Udemy,Web Development For Those That Want To Learn Quick,Udemy
Learning Path: R: Master R Data Analysis and Visualization,Udemy,Harness the power of R for effective data analysis and visualizations,Udemy
Fundamentals of Apache Flink,Udemy,Use Apache Flink and its ecosystem to process real-time big data,Udemy
Manual Testing,Udemy,software tasing/ manual testing,Udemy
Apache Spark with PySpark in 2022 : Master Spark with Python,Udemy,"Learn Apache Spark, fundamentals of Apache Spark with Python including AWS EC2, Data frames, Machine Learning, etc.",Udemy
Coding Projects For Beginners: Learn to code step by step,Udemy,Build real world projects from scratch,Udemy
Laravel 9 - Building a Complete Job Portal Application,Udemy,Learning Laravel fundamentals (A to Z) and developing a complete dynamic multi-user job portal website with Laravel 9,Udemy
JavaScript Masterclass for Beginner to Expert: Bootcamp,Udemy,"The JavaScript course for everyone! Master in JavaScript with Data Visualization, Validations!",Udemy
Learn HTML5 and CSS3 from scratch. Build your modern website,Udemy,Become a Professional Web Developer from scratch and step-by-step build a Website with HTML5 and CSS3.,Udemy
"Learn HTML Canvas - Pixels, Particles & Physics",Udemy,From creative coding basics to advanced algorithmic art,Udemy
2023 - Hand-on: Learn Android the Easy Way: Build a Real App,Udemy,Learn the Fundamentals of Android App Development and how to build TaskNote App,Udemy
Laravel 10 For REST API's,Udemy,A Project-Based Approach to Masting RESTful API's With the PHP MVC Framework Laravel,Udemy
Vue 3 Projects 2023 - Learn by doing with Hands-on exercises,Udemy,Master Vue.js 3 by building real-world projects: Unleash the Full Potential of Vue.js with Hands-On Exercises,Udemy
Mobile App Development with .NET MAUI : The Complete Guide,Udemy,"Master Cross-Platform Mobile App Development with .NET MAUI: Build Real-World Apps for Android, iOS, and Windows",Udemy
Complete Guide to Data Science Applications with Streamlit,Udemy,Learn how to build and deploy data science applications in Python,Udemy
C++ Network Programming With Qt Framework,Udemy,Create your own interactive applications and connect them to the world,Udemy
Masterclass of Machine Learning with Python,Udemy,"Learn Machine Learning Algorithms like Linear & Logistic Regression, SVM, KNN, KMean, NB, Decision Tree & Random Forest",Udemy
Build and Publish a Car Rental Website,Udemy,Online Car Rental Service Crash Course,Udemy
Elixir for Beginners (programming language),Udemy,A quick easy guide to basic Elixir syntax,Udemy
Code and Design 2 Games in Unity® & Blender from Scratch,Udemy,Beginner's game development and design! Make Portals and Zenda clone games. Learn to make game art from ZERO experience!,Udemy
The Philosophy of FileMaker - Part 4,Udemy,"Intermediate FileMaker Pro 15 with Go, WebDirect and Server",Udemy
Unity Game Tutorial: 3D Memory Game / 3D Matching Game,Udemy,Learn how to create your own 3D Memory Game or 3D Matching Game using the Unity Game Engine.,Udemy
Create and Design Professional Websites In WordPress,Udemy,Learn how to create professional & robust websites in WordPress without having any coding knowledge.,Udemy
Wordpress for Beginners: Build your Brand with Wordpress,Udemy,"Learn Wordpress, Build a Professional Website, Launch your Business and Sell your Products and Services Quickly",Udemy
"Stripe Payment Subscription Integration With PHP, HTML & CSS",Udemy,"Integrate Stripe payment Subscription with PHP, HTML5 & CSS3 for website & developers",Udemy
Selenium with C# - A Complete End to End Course.,Udemy,Learn CSharp Language and Selenium Webdriver,Udemy
Learning path: React: Master Design Patterns with React,Udemy,Ascend your application development skills by building scalable and modular apps using powerful design patterns of React,Udemy
"Support Vector Machine A-Z:  Support Vector Machine Python ©SVM using Scikit-Learn, SVM using NumPy,  Implementing of Support Vector Machine or SVM on different datasets",Udemy,"SVM using Scikit-Learn, SVM using NumPy,  Implementing of Support Vector Machine or SVM on different datasets",Udemy
Complete Blender 3D Course For Beginners - Learn Basics,Udemy,Learn how to use blender and how to use blender 3D advanced features,Udemy
Solving LeetCode's Top Interview Questions in Java [2023],Udemy,Expand your knowledge of problem solving and impress your coding interviewers.,Udemy
Starting with Apache Wicket (version 9.x+),Udemy,"Get started with Apache Wicket in 2023 with forms, components, MongoDB, GridFS and backed by SpringBoot",Udemy
IBM Cloudant- NoSQL Database-as-a-Service,Udemy,"Learn NoSQL Database as a Services, offered on IBM Cloud- Bluemix",Udemy
Tableau 2022: Master Tableau for Data Science and Analytics,Udemy,"Learn hands- on and create tableau dashboard visualizations using bar charts, line charts, maps, filters and more!",Udemy
Object Oriented Programming for Unity game devs,Udemy,Learn OOP theory using game-related examples and practice how to apply it to a Hands-On Unity 2D game prototype,Udemy
Industry Level Code Quality Uplift,Udemy,Hands-on Code Quality Processes & Implementations in Financial Institutions,Udemy
How to Code JavaScript Games: A 2D Shooter with HTML5 Canvas,Udemy,Learn to develop a 2D geometric shooter by combining programming concepts with geometry and physics,Udemy
Become a PHP Pro: A Step-by-Step Guide for Beginners 2023,Udemy,Learn Modern PHP from Scratch | A Comprehensive Beginner's Guide | Learn to Code Like a Pro in Just a Few Weeks 2023,Udemy
Learn PHP and MySQL for Beginners the Easy Way - 13 Hours,Udemy,Learn PHP and MySQL and get ready to take your web development skills to the next level!,Udemy
Rapid Gulp,Udemy,"Create your website, optimize its performance, and make it look good with Gulp",Udemy
Master Angular Fundamentals by Building a Real App,Udemy,Fast-paced and super practical Angular course.,Udemy
Website Speed Optimization - Front-end + WordPress,Udemy,Keep your users happy (and support marketing efforts) by optimizing your site and cutting down the page load time!,Udemy
SQL for Beginners 2023  —  Learn SQL Step by Step,Udemy,"Learn the SQL programming language, SQL basics and fundamentals in a practical manner",Udemy
Total Web Development Course,Udemy,"Become a full-stack web developer, create a ""Facebook-like"" discussion platform and publish it on the Internet!",Udemy
Programming for Beginners - Build games using Scratch,Udemy,No Experiance In Programming Needed! - Build your own Flappy Birds game and learn to program games in Scratch,Udemy
How to create your own Instagram bot with Python,Udemy,(Automation with python + pycharm),Udemy
Python 2022 - Mastering Object Oriented Programming,Udemy,Become a Python Master,Udemy
PHP with PDO and OOP for beginners,Udemy,"Learn PHP with PDO, Object Oriented PHP programming, MySQL and Bootstrap to create powerful and secure websites and apps",Udemy
MySQL from basic to advance : Level Up Masterclass 2023.,Udemy,Become MySQL Master by creating complex queries and databases with simple examples.,Udemy
DevOps - The Complete Guide,Udemy,"Take your DevOps skills to the next level with AWS DevOps Engineer, Chef, Docker, Git and Github",Udemy
Unity VR: Oculus Quest Bowling Game in 30 Minutes,Udemy,"Learn how to utilize Unity's newest features (XRManagement + XRInteractionToolkit) to build grabbing,throwing, UI & more",Udemy
PHP Programming For Everyone,Udemy,Learn PHP Programming For Web Development The Fast And Easy Way!,Udemy
React Native With React Hooks & React Query:High Performance,Udemy,Improve Your React Native Application Performance And Learn React Hooks & React Query,Udemy
Advanced Gatling for Stress Testing Web Applications - 2022,Udemy,"Use Gatling to create an advanced stress, load and performance test framework with a real project and add Jenkins for CI",Udemy
Cluster Analysis & Unsupervised Machine Learning in R,Udemy,"Harness Power of R for unsupervised machine Learning (k-means, hierarchical clustering) - With Practical Examples in R",Udemy
Responsive Google Blogger Template Customizing for Beginners,Udemy,How to Setup and Customize Premium Templates Theme with autopilot for Google Blogger without Coding Knowledge 2020.,Udemy
Learn C++ File Handling Full Course With (Console) Project,Udemy,C++ File Handling Course With (Console)Project : Mini database: Student Database Management & Result Calculation system,Udemy
Secrets to Effortless Code Editing in Android Studio,Udemy,"Focus on the algorithm, not the editing. Get things done quickly. Learn to edit Android / Flutter code like a pro.",Udemy
Face Recognition in Flutter - Build Smart Apps in Flutter,Udemy,"Face Recognition in Flutter with Images & Videos , Build Security & Attendance Systems in Flutter for Android and IOS",Udemy
"Introduction to Openstack, the Cloud Datacenter",Udemy,"Learn high level knowledge of Openstack including terms, definitions and the major components of Openstack",Udemy
Learning Path: Unreal Engine: Develop Classic and RTS Games,Udemy,Embrace yourself to learn the art of learning of creating applications and microservices with Akka,Udemy
Learn JQuery Programming Practically,Udemy,Learn web development using JQuery programming practically from scratch.,Udemy
Game Development Masterclass: Make Educational Apps & Games,Udemy,Build your first app and inspire kids. Make education games with coding & artificial intelligence! Perfect for beginners,Udemy
